,Col,Row,ShortName,CountryCode,Continent,Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
0,16,11,Afghanistan,AFG,Indian,Afghanistan,-3.98152700023436,-3.98152700023436,-3.98152700023436,-3.98152700023436,-3.98152700023436,-3.98152700023436,-3.98152700023436,-3.98152700023436,-3.98152700023436,3.98152700023436,3.4128191528383,4.14358145936131,6.34590567573504,-6.34590567573504,-6.34590567573504,-6.34590567573504,-6.34590567573504
1,11,10,Albania,ALB,Europe,Albania,4.19606850802538,7.0458441049344,6.92523217963026,5.33589627789091,4.22887989238631,5.00133314756953,3.11033741922536,3.47232901011837,3.10865137678158,2.86906756991665,4.31895664889773,4.8519489287956,5.37664051747254,4.24806216422323,4.0057861355291,2.2576822770573,2.69892642173124
2,9,12,Algeria,DZA,Africa,Algeria,-2.00595528003537,-2.00595528003537,-2.00595528003537,2.00595528003537,1.36760588193583,0.612825408414339,0.923680458074455,0.790085712929616,0.9408871849014,0.781035003902355,0.703257524848594,0.760465402653666,1.39222203614895,1.25200313981521,1.47520103960511,1.35936601175656,-1.35936601175656
3,22,19,American Samoa,ASM,Oceania,American Samoa,-1.71895143962183,1.71895143962183,11.9187481909043,5.07468240945921,6.74946004319655,10.1491931391454,6.82011935208866,1.72702623352849,5.26038926880589,3.55700997741299,8.98682531408955,9.03832248734635,3.62122035125837,5.42426817581861,5.4115482439526,7.20240560347156,5.39710067751604
4,7,7,Andorra,ADO,Europe,Andorra,-1.31157861602224,-1.31157861602224,-1.31157861602224,-1.31157861602224,1.31157861602224,-0.8743857440148266,-0.4371928720074133,0.0,1.19244941033377,0.0,0.0,1.19401559384366,0.0,0.0,0.0,0.0,-0.0
5,11,23,Angola,AGO,Africa,Angola,-4.35616230771724,-4.35616230771724,-4.35616230771724,-4.35616230771724,-4.35616230771724,-4.35616230771724,-4.35616230771724,-4.35616230771724,-4.35616230771724,-4.35616230771724,-4.35616230771724,4.35616230771724,4.84934940219914,-4.84934940219914,-4.84934940219914,-4.84934940219914,-4.84934940219914
6,5,15,Antigua and Barbuda,ATG,Central America,Antigua and Barbuda,5.98200612557427,8.22977532713357,5.79602624440684,5.72783613806376,4.53221840760506,3.36123155524184,12.1814819326475,18.6034295969622,17.3014122277731,17.0974877378955,6.33840758073547,-8.335720628046085,10.3330336753567,-10.3330336753567,-10.3330336753567,-10.3330336753567,-10.3330336753567
7,3,25,Argentina,ARG,South America,Argentina,-7.50787867761292,-7.50787867761292,-7.50787867761292,-7.50787867761292,-7.50787867761292,-7.50787867761292,-7.50787867761292,-7.50787867761292,-7.50787867761292,-7.50787867761292,-7.50787867761292,-7.50787867761292,-7.50787867761292,-7.50787867761292,7.50787867761292,6.5341917070121,5.94256445075001
8,14,10,Armenia,ARM,Middle East,Armenia,2.96456723182394,2.88462641629421,2.27430265430896,2.5183858737109,2.76610238178078,1.94548678930613,2.67027209734663,2.62524820528486,3.33537352744978,3.35804671077594,1.94626163108541,2.46906625130713,2.25543925199919,2.17728716240385,2.47744492846378,2.57117879977374,2.97812576892127
9,3,18,Aruba,ABW,Central America,Aruba,-4.30579775667937,4.30579775667937,5.26360114535961,4.12298875454817,2.02558311473916,5.99814057642131,4.95874325610917,2.963841138115,4.93325308574981,3.942712388988,3.93433593327366,1.95976600393913,3.89950963666319,5.81468595850252,1.92687509032227,-1.92687509032227,-1.92687509032227
10,19,23,Australia,AUS,Oceania,Australia,1.8986840179112,1.80086361530481,1.87931404626532,1.73123056680996,1.51390367632459,1.27971362874757,1.3658276531591,1.21737762156303,1.22291243108291,1.20980503278894,1.04430077598329,1.10321271111009,1.06476911664782,1.05828200917561,1.03515840990808,0.991615137694165,0.941156077816376
11,10,6,Austria,AUT,Europe,Austria,1.01620021424475,0.864437865935072,0.79907435227033,0.611557058518183,0.718040649619895,0.654255995832147,0.736293918876102,0.54140008226875,0.695572667975703,0.609316230105527,0.689659354652448,0.886539074387011,0.927496974481388,0.722797571679952,0.52124236379937,0.530035926065519,0.655219649857976
12,15,10,Azerbaijan,AZE,Middle East,Azerbaijan,2.78231202989237,2.6594190584461,2.561309844189,2.18863943050406,2.37901298657029,2.24861060458815,2.2015725021277,2.16636192411452,2.1763999352521,-2.228531994670295,2.28066405408849,-2.2304659159932747,2.18026777789806,2.35474800839995,2.48322481675958,-2.31223828247118,2.14125174818278
13,3,10,Bahamas,BHS,Central America,Bahamas,24.8413844036389,14.1850990482788,16.8199329143445,15.835513355672,13.6423110074847,15.793517975757,18.1639519995236,22.7851651048118,20.9363420482052,24.5169871722614,26.0509045760908,34.6456864756334,29.8355817535258,31.5449051002015,32.1847140924565,37.7418971248947,28.4005573673349
14,15,14,Bahrain,BHR,Middle East,Bahrain,-1.29023194069521,1.29023194069521,1.08821625033327,0.385252038304326,0.843527971387531,0.449858744354273,0.730373304229696,0.386141012905798,0.538314537184077,1.09701956660976,0.886480527246382,0.547615564486035,0.307640955317459,0.380109334649019,0.523796446714562,-0.523796446714562,-0.523796446714562
15,18,13,Bangladesh,BGD,Indian,Bangladesh,2.54063567403752,2.74258287178701,2.56440914743118,2.49678099758464,2.76135400014078,2.50433830247179,2.86583009009328,2.62540521919819,2.75459667187466,2.80416615477397,2.62111307104527,2.5767985371581,2.64180174269399,2.7879443928149,2.83177572807987,2.50308797930552,-2.50308797930552
16,5,17,Barbados,BRB,Central America,Barbados,7.41160731822107,9.23582762251325,9.20884933585779,12.1208559528095,8.05592275102439,10.5835939695411,12.7254680245347,9.05305087814594,8.29369787140441,6.82299709124861,11.0884969363556,9.62220376976561,7.81291617096081,8.49530457436754,8.82192070857667,10.9071589665643,-10.9071589665643
17,13,4,Belarus,BLR,Europe,Belarus,10.1977035737968,9.81468477389914,10.0844976900484,9.02459062341954,8.42211691303684,8.57450826754087,7.66576191877154,6.80517201461613,5.69034569218217,5.13375216458282,4.23305177381232,3.93937793737128,3.58962934965418,3.51306512083362,3.58466358617547,-3.58466358617547,-3.58466358617547
18,8,5,Belgium,BEL,Europe,Belgium,2.0618490526144,2.73281791612168,3.07769936665964,2.20749873884637,2.55722335924303,2.09540522197737,2.08106413378248,1.97236169748365,1.88326135966089,1.74028502001328,1.7278042743318,1.94314344130522,1.84958790279288,1.83831573691532,1.85397107680334,1.94898271961049,-1.94898271961049
19,2,15,Belize,BLZ,Central America,Belize,16.5780482380769,25.0996140934333,33.1800187638727,24.8950321406012,28.6139614399704,28.5939204382989,31.6426308783925,32.5059398740646,33.6419904299969,30.8987063953951,40.1109425138678,37.6679870713748,43.0649151621171,28.7639352549966,34.9735849914983,33.1210616552738,37.5991678050859
20,10,17,Benin,BEN,Africa,Benin,7.31407002923557,-7.28853880196711,-7.2630075746986495,-7.23747634743019,-7.21194512016173,7.18641389289327,-7.062742857273478,-6.939071821653686,-6.815400786033894,-6.691729750414102,6.56805871479431,-6.490999667942615,-6.413940621090922,-6.336881574239228,-6.259822527387534,6.18276348053584,-6.18276348053584
21,4,7,Bermuda,BMU,North America,Bermuda,0.0,4.66396156895667,1.54774802662127,3.08308925543394,1.53692461384769,3.07078151389529,4.61091557413584,4.62306601738273,7.73694390715667,9.33082437833382,10.9450247044843,12.5823752378855,9.49682647715222,7.9654617578181,6.41210605623417,6.45130074351241,12.9601249356044
22,18,12,Bhutan,BTN,Indian,Bhutan,3.13908227185848,3.2225237449118,3.13325054955566,0.802009515040886,2.34271773999581,1.67519748293964,1.33883146789482,2.0379702980386,2.56794350524288,2.23945984228604,2.1988865388289,4.32134609930994,4.38266218838276,3.13741484860012,-2.3307224969581952,1.52403014531627,1.12929130696647
23,3,22,Bolivia,BOL,South America,Bolivia,-5.23812138173752,-5.23812138173752,-5.23812138173752,-5.23812138173752,-5.23812138173752,5.23812138173752,5.19210016573787,8.15553214105808,8.6251302754052,8.3924700176703,12.8349358686751,12.2639207655465,11.9249880164125,8.96131098210584,8.91863112456459,6.25658234888512,6.30019121723221
24,11,8,Bosnia and Herzegovina,BIH,Europe,Bosnia and Herzegovina,2.62829113819873,2.17432577339707,2.38359640733756,-2.09096295894919,1.79832951056082,1.85110259603917,1.93148877037721,1.74880763116057,1.75364059773637,1.89507123999849,1.50453348178064,1.38253907367171,1.72687900882627,1.27600590180469,1.40213045309565,1.61200872973429,1.27536321919362
25,12,24,Botswana,BWA,Africa,Botswana,-12.1372016627396,12.1372016627396,14.3262209732504,17.2916508483162,14.1581890637556,15.6801296655121,13.8517533347698,14.6258855190152,14.4372726193785,14.5968295080212,15.0382209040204,-15.0382209040204,-15.0382209040204,-15.0382209040204,-15.0382209040204,-15.0382209040204,-15.0382209040204
26,5,22,Brazil,BRA,South America,Brazil,23.7295736165923,24.7395466282631,25.3037856092223,25.6614767508452,24.0226772500913,23.349664297236,23.8535443936115,23.3606164568557,23.7771949821553,22.8419264190528,21.9882217380859,24.2009167720386,26.4528021384897,26.7592342603254,27.9565761326428,28.3833762276311,29.5279564980517
27,20,17,Brunei,BRN,South-east Asia,Brunei,1.20033249210031,-1.0831959475268262,-0.9660594029533427,0.848922858379859,0.556292643307939,0.547708115391146,0.810263335584065,0.800290238593197,0.263676921941084,0.781714142772271,0.257292969212323,0.25379873252913,1.0006303971502,0.492955663567619,-0.492955663567619,-0.492955663567619,-0.492955663567619
28,13,7,Bulgaria,BGR,Europe,Bulgaria,4.15114831140164,3.8837174640939,3.24176470992054,3.16509183059045,3.15112593345649,2.5898768611161,2.43935737883968,2.33911976940772,2.29017868852917,2.01179448044066,1.99876022845289,1.74002574422464,1.92876351348486,1.50010851702437,1.6061710198286,1.79730921910955,1.13604201279716
29,9,16,Burkina Faso,BFA,Africa,Burkina Faso,-0.634502281767821,-0.634502281767821,0.634502281767821,0.640082385715068,0.598592432916782,0.469381080068217,0.49894509268339,0.659555581625932,0.735207722730839,0.508549610566578,0.595954545201134,0.509889873736344,0.506903054066763,0.714590168188168,0.784716140593156,0.369948600335361,-0.369948600335361
30,13,21,Burundi,BDI,Africa,Burundi,-4.15232632560278,-4.15232632560278,-4.15232632560278,-4.15232632560278,-4.15232632560278,-4.15232632560278,-4.15232632560278,-4.15232632560278,4.15232632560278,4.42924522245236,3.95805601276616,3.85912192481059,5.36497380283292,5.41656172078333,5.70169807486815,4.5199313284186,6.02052199689205
31,19,15,Cambodia,KHM,South-east Asia,Cambodia,4.69867813264821,3.28160359631502,3.36374448553665,3.9601267365039,3.91169909587697,3.37598503594633,2.96857268576196,2.8735016571623,2.39904747008917,2.34914913960106,2.31327146904619,1.84345922096239,-1.84345922096239,-1.84345922096239,-1.84345922096239,-1.84345922096239,-1.84345922096239
32,11,19,Cameroon,CMR,Africa,Cameroon,3.00506067931132,4.81753137313618,6.40974390493038,6.06764442537893,-5.674975191920152,-5.282305958461373,-4.889636725002596,-4.496967491543818,4.10429825808504,6.57145146381011,5.00237976074204,4.06911213971119,4.17410119150193,-4.17410119150193,-4.17410119150193,-4.17410119150193,-4.17410119150193
33,2,4,Canada,CAN,North America,Canada,1.77643165180846,1.78567215342908,1.85818480439684,1.73581436537204,1.95621722925335,2.05649284966108,1.86243223909415,1.80799887776874,1.83807306717636,1.80527685977476,1.62722175766407,1.75455755009566,1.57016885475523,1.44374657057006,1.46328880816053,1.68012486554481,1.68410454480005
34,6,12,Cabo Verde,CPV,Africa,Cabo Verde,-3.2598278376258,-3.2598278376258,-3.2598278376258,3.2598278376258,4.49040336651955,9.27160969894662,7.27960981291403,5.96170529440545,6.91446200401446,7.64644450391679,7.76298608235931,10.4316950323481,10.8953867765025,10.3824989521367,12.3471564498696,8.63180293969185,11.485829080489
35,2,12,Cayman Islands,CYM,Central America,Cayman Islands,9.59531748506729,4.61723150798781,0.0,6.51777179108369,10.5710480137001,6.17004648101682,1.99876076832364,3.88477749936872,7.55772210255829,14.7386650454135,16.2141711856162,-13.664746606769379,-11.11532202792256,8.56589744907574,8.44994254039073,-8.44994254039073,-8.44994254039073
36,12,19,Central African Republic,CAF,Africa,Central African Republic,-19.7573759607917,-19.7573759607917,-19.7573759607917,-19.7573759607917,-19.7573759607917,-19.7573759607917,-19.7573759607917,-19.7573759607917,-19.7573759607917,-19.7573759607917,-19.7573759607917,-19.7573759607917,-19.7573759607917,-19.7573759607917,-19.7573759607917,-19.7573759607917,19.7573759607917
37,11,14,Chad,TCD,Africa,Chad,11.3777708541108,-11.2460656478222,-11.1143604415336,-10.982655235245,-10.850950028956401,10.7192448226678,-10.512131977045991,-10.30501913142418,-10.09790628580237,-9.890793440180559,9.68368059455875,-9.555004534166226,-9.426328473773703,-9.297652413381178,-9.168976352988654,9.04030029259613,-9.04030029259613
38,2,25,Chile,CHL,South America,Chile,-3.24692956289492,-3.24692956289492,-3.24692956289492,3.24692956289492,-3.4070707670309703,3.56721197116702,3.61524215504707,3.73521520266544,3.52900040103369,3.74343962206234,3.18359754054438,3.70772904685654,2.50725804988704,3.18387775925097,3.62216030863985,3.00630293366187,3.46278280351677
39,20,8,Taiwan,TWN,South-east Asia,Taiwan,-1.39184023202432,1.39184023202432,-1.3141280310102539,-1.236415829996188,-1.158703628982122,-1.0809914279680561,1.00327922695399,0.77081373360581,0.833023457329965,0.78637340876146,0.774811073790323,-0.772121820671693,0.769432567553063,0.719798723711172,-0.7686577773291361,0.8175168309471,-0.8175168309471
40,19,8,China,CHN,South-east Asia,China,2.09304006454604,2.0093184619642,2.0233372547518,1.86727245364716,1.88058290487141,1.57155197052377,1.35215746575384,1.20578948972959,1.10166856954232,1.08478264501843,0.986207000089638,0.878623283736108,0.820681452414984,0.769457060366304,0.725338080129504,0.658540584603212,0.615600711867487
41,2,20,Colombia,COL,South America,Colombia,65.6841589628422,67.9208124324558,68.2831346334286,55.8049813400982,47.3034427848241,41.8406716648762,39.8738727287302,38.7564301465263,35.9453118137764,34.8267944413908,33.666464879849,34.7514879657539,35.0671560568433,32.5687138289834,27.9189505521133,26.5028930804413,25.5043261481876
42,14,23,Comoros,COM,Africa,Comoros,10.3627728481425,-10.197674562098603,-10.032576276054709,-9.867477990010812,-9.702379703966917,9.53728141792302,-9.335807820493976,-9.134334223064933,-8.932860625635888,-8.731387028206845,8.5299134307778,-8.364576718273684,-8.199240005769568,-8.033903293265451,-7.868566580761336,7.70322986825722,-7.70322986825722
43,11,22,Democratic Republic of the Congo,ZAR,Africa,Democratic Republic of the Congo,14.0568700045311,-14.1754209580535,-14.2939719115759,-14.412522865098301,-14.531073818620701,14.6496247721431,-14.57531536838804,-14.50100596463298,-14.42669656087792,-14.35238715712286,14.2780777533678,-14.13173988242962,-13.98540201149144,-13.83906414055326,-13.692726269615079,13.5463883986769,-13.5463883986769
44,12,21,Congo,COG,Africa,Congo,11.3347090006687,-11.19569344728646,-11.05667789390422,-10.91766234052198,-10.77864678713974,10.6396312337575,-10.485191505966865,-10.330751778176232,-10.176312050385597,-10.021872322594964,9.86743259480433,-9.758436357852926,-9.649440120901522,-9.540443883950118,-9.431447646998715,9.32245141004731,-9.32245141004731
45,2,18,Costa Rica,CRI,Central America,Costa Rica,6.34323310770275,6.43014733294002,6.34966888199559,7.27101571969362,6.68730496355658,7.88635921165599,8.14613091273335,8.44496207662762,11.5588458131242,11.6971754997423,11.5944452266967,10.3032861396456,8.7449362092356,8.73278753765351,10.0261162461969,11.5852151854924,11.9049816045378
46,8,18,Côte d'Ivoire,CIV,Africa,Côte d'Ivoire,16.0677342748455,-15.795184472575619,-15.52263467030574,-15.25008486803586,-14.97753506576598,14.7049852634961,-14.2897174287386,-13.8744495939811,-13.4591817592236,-13.0439139244661,12.6286460897086,-12.42902173051306,-12.22939737131752,-12.02977301212198,-11.83014865292644,11.6305242937309,-11.6305242937309
47,11,7,Croatia,HRV,Europe,Croatia,2.28090238821772,1.83753470898895,1.66066892199156,1.57213144112504,1.8932827241373,1.55320042658193,1.69309302699637,1.42127967437107,1.63127339498781,1.1287503305626,1.43248170755516,1.13600244449179,1.18700550165413,1.07531758102167,0.845560093133747,0.873462234325838,1.04463447717326
48,2,11,Cuba,CUB,Central America,Cuba,5.26422650486928,5.40828434738814,5.89231697135264,5.70926247800667,5.85784553234103,6.06154434857141,5.09904496481261,5.02490912920713,4.55359152816233,4.99178255406454,4.45599335959928,4.70291865421491,5.45591314678269,5.90597736608656,5.24486206755785,5.40072130602878,4.98768643112986
49,3,19,Curacao,CUW,Central America,Curacao,-7.67595200994803,7.67595200994803,30.2726870502759,33.5882394294686,31.9920098004791,20.0936674034345,13.6469089751171,19.1884751066436,-19.1884751066436,-19.1884751066436,-19.1884751066436,-19.1884751066436,-19.1884751066436,-19.1884751066436,-19.1884751066436,-19.1884751066436,-19.1884751066436
50,12,11,Cyprus,CYP,Europe,Cyprus,0.848099091897897,0.728952536858964,0.204715414866024,1.40907018477943,1.58351560257717,1.94617275397068,1.43470787912873,1.22213531482206,0.832129057669317,1.73029917783469,0.719031967262475,0.800117350544747,1.93822011484835,1.04904641680712,0.954605058191856,1.29200635667128,1.11086766968333
51,11,5,Czech Republic,CZE,Europe,Czech Republic,1.75905871504745,1.38250588733317,1.45331271905154,1.59190927250039,1.30865304834125,1.05281874672456,1.26234574135041,1.21661713618754,1.09365169726109,0.896361107654399,0.977574071167013,0.813722387253323,0.99180532656135,0.849498904193608,0.764257218409428,0.829894145115667,0.612647102224448
52,10,4,Denmark,DNK,Europe,Denmark,1.08589951984519,0.970500154720121,1.04228688164702,1.20661566951948,0.795889361013748,0.977552805373663,0.532666899693129,0.712985495132777,0.982211959521954,0.850455998220918,0.75609684088338,0.823948529726541,0.837691109423847,0.851393367326396,1.2888613774856,0.984408550642986,0.980681382327848
53,14,17,Djibouti,DJI,Africa,Djibouti,8.93995574873464,-8.773201921107994,-8.606448093481347,-8.439694265854703,-8.272940438228057,8.10618661060141,-7.967988695586373,-7.829790780571335,-7.691592865556296,-7.553394950541258,7.41519703552622,-7.229099064392398,-7.043001093258576,-6.856903122124754,-6.670805150990932,6.48470717985711,-6.48470717985711
54,5,16,Dominica,DMA,Central America,Dominica,2.870428842069,1.43533802210421,12.8895508707608,11.4134079009316,11.3670270961508,11.3271128605208,7.06144872682079,9.8661028893587,9.84888988941104,18.2509932752109,20.996640537514,8.36610056052874,-8.36610056052874,-8.36610056052874,-8.36610056052874,-8.36610056052874,-8.36610056052874
55,4,12,Dominican Republic,DOM,Central America,Dominican Republic,14.1311855177071,12.5903660588567,14.4809638728823,21.2093097941961,24.596292342369,25.9159176778818,22.8782698905962,22.2108753746836,24.8429931136966,24.3146892050356,24.994986353283,25.0620942556144,22.3339356668423,19.2388196974389,17.3940720233746,-16.28788846329025,15.1817049032059
56,2,21,Ecuador,ECU,South America,Ecuador,14.514677641125,12.8999580245636,14.5807164287802,14.5753059102376,17.6910618019849,15.4420387335257,17.0753779493509,16.0008976834459,18.0445669656929,17.8677480341223,17.5631365632631,15.4440612346486,12.4710872466369,11.014237610116,8.24366954090495,6.53478662032481,5.85376668216684
57,12,13,Egypt,EGY,Africa,Egypt,-0.636641844303033,-0.636641844303033,-0.636641844303033,0.636641844303033,0.427158249223729,0.679880938520672,0.702413877917244,0.854945292113621,1.19450727754485,1.10592343017868,2.18648477522948,3.14677153638856,2.51328794238893,-2.51328794238893,-2.51328794238893,-2.51328794238893,-2.51328794238893
58,1,17,El Salvador,SLV,Central America,El Salvador,60.5185129386229,60.7860328258123,47.7248382784515,56.1999552878782,64.9416117084877,64.3892040436155,64.8396642405041,57.4835928478378,52.0268968746384,71.3997545490866,64.675456386162,70.5847016419704,41.6958274917918,40.203001962796,62.4244868288472,105.441951639277,82.8422574998953
59,11,20,Equatorial Guinea,GNQ,Africa,Equatorial Guinea,3.29260786687134,-3.211531228973234,-3.130454591075128,-3.049377953177022,-2.9683013152789157,2.88722467738081,-2.828265541733058,-2.769306406085306,-2.7103472704375537,-2.651388134789802,2.59242899914205,-2.534989960751768,-2.4775509223614858,-2.420111883971204,-2.362672845580922,2.30523380719064,-2.30523380719064
60,13,15,Eritrea,ERI,Africa,Eritrea,9.87646036466625,-9.825102340702932,-9.773744316739615,-9.722386292776296,-9.671028268812979,9.61967024484966,-9.469144930071819,-9.318619615293976,-9.168094300516135,-9.017568985738292,8.86704367096045,-8.702468636105845,-8.537893601251238,-8.373318566396632,-8.208743531542025,8.04416849668742,-8.04416849668742
61,12,2,Estonia,EST,Europe,Estonia,10.2207686017989,9.84387046616116,10.2695243908436,10.7071918095081,6.67368258938884,8.33549712019639,6.74425274791243,7.14247451029409,6.41929011608465,5.24018774844104,5.25485285661308,4.89292400385713,4.75495383166256,3.9347437876449,3.10992681052733,3.19313688445634,-3.19313688445634
62,14,18,Ethiopia,ETH,Africa,Ethiopia,10.6907141113911,-10.433049431851607,-10.175384752312112,-9.91772007277262,-9.660055393233124,9.40239071369363,-9.213700791231437,-9.025010868769243,-8.836320946307048,-8.647631023844854,8.45894110138266,-8.279475360320312,-8.100009619257964,-7.920543878195616,-7.741078137133268,7.56161239607092,-7.56161239607092
63,21,20,Fiji,FJI,Oceania,Fiji,-3.06136943626719,-3.06136943626719,-3.06136943626719,3.06136943626719,2.81051965286416,2.79867659101722,2.65889624382562,2.51553643215478,2.01579434154671,3.40388770926573,2.3257166114309,2.30657627963086,2.28938777192203,2.15979038665932,2.25783072139949,-2.25783072139949,-2.25783072139949
64,12,1,Finland,FIN,Europe,Finland,2.85276237992858,2.99972367929954,2.53195004462562,1.97049876384682,2.82325022867373,2.26281901231943,2.25482561102932,2.43487465303036,2.50004605347993,2.24607806693537,2.21775688986247,2.04110336852567,1.62572187593525,1.63704775176323,1.6118051540034,1.4958137281406,1.41776937618147
65,7,6,France,FRA,Europe,France,1.76318020401253,1.74758491109483,1.85803003386828,1.6300551921494,1.62597334418717,1.59388835269352,1.42711291129021,1.60262229678531,1.63806689046949,1.3064801206607,1.26295600883054,1.35136037549632,1.23193206246656,1.21558355590481,1.23382478298471,1.57779112996235,1.35218684619834
66,22,22,French Polynesia,PYF,Oceania,French Polynesia,-1.16354835706972,-1.16354835706972,-1.16354835706972,-1.16354835706972,-1.16354835706972,-1.16354835706972,1.16354835706972,2.68617082511493,3.41972573799581,0.376532959812637,-0.376532959812637,-0.376532959812637,-0.376532959812637,-0.376532959812637,-0.376532959812637,-0.376532959812637,-0.376532959812637
